ticker,sector,tier,signalLevel,signalQuality,signalDate,weeksActive,ao,ac,acColor,hrHistorical,avgRetHistorical,maxDdHistorical,aoLagHistorical,nearLows,ranging,pricePercentile
LOW,XLY,2,S2D,degraded,2026-07-02,0,-25.1284,1.8896,green,,,,,true,false,24
CHTR,XLC,2,S2D,degraded,2026-07-02,0,-55.9271,2.6870,green,,,,,true,false,4
INSM,IBB,2,S2D,degraded,2026-07-02,0,-49.0842,1.4671,green,,,,,false,false,33
BBIO,IBB,2,S2D,degraded,2026-07-02,0,-2.7270,0.6713,green,,,,,false,false,98
PCVX,XBI,2,S2D,degraded,2026-07-02,0,-1.0223,0.6180,green,,,,,false,false,33
STZ,XLP,2,S1,n/a,2026-07-02,0,-5.7813,-1.5228,green,,,,,true,false,9
BSX,XLV,2,S1,n/a,2026-07-02,0,-27.4343,-0.4598,green,,,,,true,false,1
ISRG,XLV,2,S1,n/a,2026-07-02,0,-80.2387,-2.7996,green,,,,,true,false,11
AZO,XLY,2,S1,n/a,2026-07-02,0,-397.2876,-26.0228,green,,,,,true,false,17
CMCSA,XLC,2,S1,n/a,2026-07-02,0,-3.9679,-0.2786,green,,,,,true,false,12
ZG,XLC,2,S1,n/a,2026-07-02,0,-17.8531,-0.1624,green,,,,,true,false,4
REGN,IBB,2,S1,n/a,2026-07-02,0,-105.3413,-12.6381,green,,,,,true,false,24
SMMT,XBI,2,S1,n/a,2026-07-02,0,-2.6110,-0.8374,green,,,,,true,false,29
SRPT,XBI,2,S1,n/a,2026-07-02,0,-2.6320,-0.0909,green,,,,,true,false,5
SR,XLU,2,S1,n/a,2026-07-02,0,-6.7040,-2.4200,green,,,,,false,false,62
TSN,XLP,2,S1,n/a,2026-07-02,0,-3.7423,-3.5045,green,,,,,false,false,50
WMT,XLP,2,S1,n/a,2026-07-02,0,-3.5511,-4.1028,green,,,,,false,false,68
RRC,XLE,2,S1,n/a,2026-07-02,0,-1.2775,-1.5655,green,,,,,false,false,51
AR,XLE,2,S1,n/a,2026-07-02,0,-1.3040,-1.0721,green,,,,,false,false,50
ONC,IBB,2,S1,n/a,2026-07-02,0,-38.4061,-7.0658,green,,,,,false,false,68
PRAX,XBI,2,S1,n/a,2026-07-02,0,-1.6583,-22.0521,green,,,,,false,false,90
CTAS,XLI,2,none,n/a,,0,-8.4830,2.1292,red,,,,,true,true,27
OTIS,XLI,2,none,n/a,,0,-10.7467,1.1325,green,,,,,true,true,9
CLX,XLP,2,none,n/a,,0,-8.9797,1.9309,red,,,,,true,true,14
GIS,XLP,2,none,n/a,,0,-6.0954,1.2534,green,,,,,true,true,13
K,XLP,2,none,n/a,,0,-6.1257,-6.5955,red,,,,,true,false,0
CAG,XLP,2,none,n/a,,0,-2.7098,0.2538,green,,,,,true,true,8
CPB,XLP,2,none,n/a,,0,-2.9624,1.1472,green,,,,,true,false,13
TAP,XLP,2,none,n/a,,0,-5.0267,-0.2862,green,,,,,true,true,4
CHK,XLE,2,none,n/a,,0,12.2899,10.5194,green,,,,,true,false,12
ICE,XLF,2,none,n/a,,0,-20.7524,-7.4405,red,,,,,true,false,15
ABT,XLV,2,none,n/a,,0,-16.8058,4.2392,green,,,,,true,true,22
ZTS,XLV,2,none,n/a,,0,-33.0957,2.2423,green,,,,,true,false,1
