ticker,sector,tier,signalLevel,signalQuality,signalDate,weeksActive,ao,ac,acColor,hrHistorical,avgRetHistorical,maxDdHistorical,aoLagHistorical,nearLows,ranging,pricePercentile
IBM,XLK,2,S2D,degraded,2026-09-04,0,-20.8447,5.0440,green,,,,,true,false,28
SMMT,XBI,2,S2D,degraded,2026-09-04,0,-2.5305,0.0530,green,,,,,true,false,3
TSLA,XLY,2,S2D,degraded,2026-09-04,0,-45.8548,8.9006,green,,,,,false,false,57
NTLA,IBB,2,S2D,degraded,2026-09-04,0,-1.1233,0.1605,green,,,,,false,false,32
BEAM,XBI,2,S2D,degraded,2026-09-04,0,-0.9367,0.4226,green,,,,,false,false,72
CARR,XLI,2,S1,n/a,2026-09-04,0,-1.8062,-3.1709,green,,,,,true,false,20
MLM,XLB,2,S1,n/a,2026-09-04,0,-58.9579,-5.9703,green,,,,,true,false,25
OLN,XLB,2,S1,n/a,2026-09-04,0,-5.5188,-1.2242,green,,,,,true,false,1
META,XLC,2,S1,n/a,2026-09-04,0,-38.9617,-9.4436,green,,,,,true,false,25
TTD,XLC,2,S1,n/a,2026-09-04,0,-8.1000,-0.5617,green,,,,,true,false,0
RBLX,XLC,2,S1,n/a,2026-09-04,0,-15.4149,-1.4900,green,,,,,true,false,6
PARA,XLC,2,S1,n/a,2026-09-04,0,-199.6606,-86.9571,green,,,,,true,false,0
ALNY,IBB,2,S1,n/a,2026-09-04,0,-70.0745,-4.0183,green,,,,,true,false,13
NI,XLU,2,S1,n/a,2026-09-04,0,-3.9350,-1.9407,green,,,,,false,false,46
VRT,XLI,2,S1,n/a,2026-09-04,0,-8.2215,-13.1688,green,,,,,false,false,64
CC,XLB,2,S1,n/a,2026-09-04,0,-3.7009,-0.9418,green,,,,,false,false,31
DHI,XLY,2,S1,n/a,2026-09-04,0,-2.1103,-0.4258,green,,,,,false,false,35
QCOM,XLK,2,S1,n/a,2026-09-04,0,-5.7316,-1.2242,green,,,,,false,false,35
MCHP,XLK,2,S1,n/a,2026-09-04,0,-3.5060,-2.3700,green,,,,,false,false,59
ON,XLK,2,S1,n/a,2026-09-04,0,-5.8689,-6.0738,green,,,,,false,false,46
GLW,XLK,2,S1,n/a,2026-09-04,0,-1.3936,-3.6200,green,,,,,false,false,60
PTCT,XBI,2,S1,n/a,2026-09-04,0,-1.5081,-2.1410,green,,,,,false,false,68
PG,XLP,1,none,n/a,,0,-3.6661,-1.5547,green,65.4,3.1,-3.2,13.8,true,true,9
EIX,XLU,2,none,n/a,,0,-2.3511,-5.2210,red,,,,,true,false,14
NRG,XLU,2,none,n/a,,0,-25.4805,-5.7424,red,,,,,true,false,30
PCG,XLU,2,none,n/a,,0,-0.3598,-0.7404,red,,,,,true,false,0
OTIS,XLI,2,none,n/a,,0,-6.2073,0.5641,red,,,,,true,true,2
XYL,XLI,2,none,n/a,,0,-4.9891,-1.3797,red,,,,,true,true,12
IR,XLI,2,none,n/a,,0,-0.0368,-0.8795,red,,,,,true,true,21
CLX,XLP,2,none,n/a,,0,0.6291,2.5760,red,,,,,true,true,13
GIS,XLP,2,none,n/a,,0,0.4565,1.6265,green,,,,,true,false,20
HRL,XLP,2,none,n/a,,0,0.2094,-0.9483,red,,,,,true,false,16
K,XLP,2,none,n/a,,0,-6.1257,-6.5955,red,,,,,true,false,0
KHC,XLP,2,none,n/a,,0,1.4484,-0.3867,red,,,,,true,true,28
KMB,XLP,2,none,n/a,,0,5.7750,-1.0493,red,,,,,true,true,24
PEP,XLP,2,none,n/a,,0,-9.0874,0.8760,red,,,,,true,true,23
TSN,XLP,2,none,n/a,,0,-3.9561,-0.7986,red,,,,,true,true,22
KR,XLP,2,none,n/a,,0,-6.9342,-0.0530,red,,,,,true,true,11
CAG,XLP,2,none,n/a,,0,0.0693,0.5866,red,,,,,true,false,15
