ticker,sector,tier,signalLevel,signalQuality,signalDate,weeksActive,ao,ac,acColor,hrHistorical,avgRetHistorical,maxDdHistorical,aoLagHistorical,nearLows,ranging,pricePercentile
ISRG,XLV,2,S2D,degraded,2026-08-21,0,-81.7974,3.9454,green,,,,,true,false,20
ORCL,XLK,2,S2D,degraded,2026-08-21,0,-28.1515,4.5228,green,,,,,true,false,16
ARCT,IBB,2,S2D,degraded,2026-08-21,0,-0.6298,0.1530,green,,,,,true,false,14
ALB,XLB,2,S2D,degraded,2026-08-21,0,-37.6198,0.3952,green,,,,,false,false,54
CCL,XLY,2,S2D,degraded,2026-08-21,0,-0.3679,0.4390,green,,,,,false,false,66
TKO,XLC,2,S2D,degraded,2026-08-21,0,-8.8933,1.0273,green,,,,,false,false,74
NCLH,XLY,2,S1,n/a,2026-08-21,0,-0.8210,-0.1199,green,,,,,true,false,21
IBM,XLK,2,S1,n/a,2026-08-21,0,-32.7693,-11.8399,green,,,,,true,false,26
QCOM,XLK,2,S1,n/a,2026-08-21,0,-5.7310,-8.2150,green,,,,,true,false,28
SNPS,XLK,2,S1,n/a,2026-08-21,0,-49.6381,-5.0973,green,,,,,true,false,16
CCI,XLRE,2,S1,n/a,2026-08-21,0,-9.2439,-0.7533,green,,,,,true,false,0
SBAC,XLRE,2,S1,n/a,2026-08-21,0,-12.2887,-0.4307,green,,,,,true,false,19
ARE,XLRE,2,S1,n/a,2026-08-21,0,-0.2966,-0.8520,green,,,,,true,false,7
ALNY,IBB,2,S1,n/a,2026-08-21,0,-72.6631,-20.5636,green,,,,,true,false,7
NTLA,IBB,2,S1,n/a,2026-08-21,0,-1.7468,-1.4271,green,,,,,true,false,29
RXRX,XBI,2,S1,n/a,2026-08-21,0,-0.4326,-0.0608,green,,,,,true,false,2
SRPT,XBI,2,S1,n/a,2026-08-21,0,-2.0858,-0.2139,green,,,,,true,false,5
HAL,XLE,2,S1,n/a,2026-08-21,0,-2.6603,-0.7456,green,,,,,false,false,68
MLM,XLB,2,S1,n/a,2026-08-21,0,-53.4697,-9.9205,green,,,,,false,false,34
CC,XLB,2,S1,n/a,2026-08-21,0,-2.8536,-1.3841,green,,,,,false,false,32
TSLA,XLY,2,S1,n/a,2026-08-21,0,-63.9061,-18.0932,green,,,,,false,false,48
DHI,XLY,2,S1,n/a,2026-08-21,0,-2.7074,-2.8803,green,,,,,false,false,39
