ticker,sector,tier,signalLevel,signalQuality,signalDate,weeksActive,ao,ac,acColor,hrHistorical,avgRetHistorical,maxDdHistorical,aoLagHistorical,nearLows,ranging,pricePercentile
KR,XLP,2,S2D,degraded,2026-08-07,0,-6.3970,0.3478,green,,,,,true,false,27
DVN,XLE,2,S2D,degraded,2026-08-07,0,-0.1296,0.2188,green,,,,,false,false,69
LYB,XLB,2,S2D,degraded,2026-08-07,0,-2.0029,0.4298,green,,,,,false,false,32
DOW,XLB,2,S1,n/a,2026-08-07,0,-2.5061,-0.4168,green,,,,,true,false,27
OLN,XLB,2,S1,n/a,2026-08-07,0,-3.3290,-0.6014,green,,,,,true,false,1
HUN,XLB,2,S1,n/a,2026-08-07,0,-1.1945,-0.5084,green,,,,,true,false,12
ORCL,XLK,2,S1,n/a,2026-08-07,0,-36.2268,-10.1130,green,,,,,true,false,14
QCOM,XLK,2,S1,n/a,2026-08-07,0,-0.7830,-16.2416,green,,,,,true,false,20
SNPS,XLK,2,S1,n/a,2026-08-07,0,-51.0958,-23.7589,green,,,,,true,false,8
NFLX,XLC,2,S1,n/a,2026-08-07,0,-14.2809,-0.0166,green,,,,,true,false,10
AMT,XLRE,2,S1,n/a,2026-08-07,0,-8.4230,-0.9620,green,,,,,true,false,10
CCI,XLRE,2,S1,n/a,2026-08-07,0,-8.1053,-1.3575,green,,,,,true,false,4
SBAC,XLRE,2,S1,n/a,2026-08-07,0,-11.6706,-1.7388,green,,,,,true,false,16
FDX,XLI,2,S1,n/a,2026-08-07,0,-33.6768,-6.7547,green,,,,,false,false,50
BKR,XLE,2,S1,n/a,2026-08-07,0,-1.4458,-0.1055,green,,,,,false,false,77
HAL,XLE,2,S1,n/a,2026-08-07,0,-2.3941,-1.2770,green,,,,,false,false,55
SLB,XLE,2,S1,n/a,2026-08-07,0,-1.4959,-0.2961,green,,,,,false,false,69
FCX,XLB,2,S1,n/a,2026-08-07,0,-0.2650,-2.2770,green,,,,,false,false,84
NEM,XLB,2,S1,n/a,2026-08-07,0,-14.4173,-2.0632,green,,,,,false,false,62
ALB,XLB,2,S1,n/a,2026-08-07,0,-41.6440,-10.8472,green,,,,,false,false,44
CC,XLB,2,S1,n/a,2026-08-07,0,-1.4668,-1.6640,green,,,,,false,false,40
CCL,XLY,2,S1,n/a,2026-08-07,0,-1.1492,-0.6502,green,,,,,false,false,72
TKO,XLC,2,S1,n/a,2026-08-07,0,-13.4828,-7.6660,green,,,,,false,false,63
PG,XLP,1,none,n/a,,0,-0.3794,-1.0737,red,65.4,3.1,-3.2,13.8,true,true,9
OTIS,XLI,2,none,n/a,,0,-7.5166,0.9396,red,,,,,true,true,5
CLX,XLP,2,none,n/a,,0,-6.0274,1.0867,red,,,,,true,true,14
GIS,XLP,2,none,n/a,,0,-2.0718,1.2390,red,,,,,true,true,7
K,XLP,2,none,n/a,,0,-6.1257,-6.5955,red,,,,,true,false,0
