ticker,sector,tier,signalLevel,signalQuality,signalDate,weeksActive,ao,ac,acColor,hrHistorical,avgRetHistorical,maxDdHistorical,aoLagHistorical,nearLows,ranging,pricePercentile
FMC,XLB,2,S2D,degraded,2026-07-31,0,-2.5774,0.0081,green,,,,,true,false,0
MSFT,XLK,2,S2D,degraded,2026-07-31,0,-29.5906,7.2325,green,,,,,true,false,19
TSN,XLP,2,S2D,degraded,2026-07-31,0,-2.8686,0.6629,green,,,,,false,false,55
COP,XLE,2,S2D,degraded,2026-07-31,0,-0.7954,0.2270,green,,,,,false,false,63
RRC,XLE,2,S2D,degraded,2026-07-31,0,-1.7328,0.1086,green,,,,,false,false,50
CME,XLF,2,S2D,degraded,2026-07-31,0,-36.8568,1.4200,green,,,,,false,false,43
PLTR,XLK,2,S2D,degraded,2026-07-31,0,-18.7870,2.9768,green,,,,,false,false,60
T,XLC,2,S2D,degraded,2026-07-31,0,-2.9176,0.2600,green,,,,,false,false,50
FOXA,XLC,2,S2D,degraded,2026-07-31,0,-7.4017,0.5610,green,,,,,false,false,49
KR,XLP,2,S1,n/a,2026-07-31,0,-7.1331,-0.5025,green,,,,,true,false,25
DOW,XLB,2,S1,n/a,2026-07-31,0,-2.8524,-1.3593,green,,,,,true,false,23
LYB,XLB,2,S1,n/a,2026-07-31,0,-3.3139,-1.5265,green,,,,,true,false,28
OLN,XLB,2,S1,n/a,2026-07-31,0,-2.6767,-0.4943,green,,,,,true,false,12
HUN,XLB,2,S1,n/a,2026-07-31,0,-0.8439,-0.6392,green,,,,,true,false,22
ORCL,XLK,2,S1,n/a,2026-07-31,0,-36.9435,-19.2043,green,,,,,true,false,3
SNPS,XLK,2,S1,n/a,2026-07-31,0,-41.1051,-25.8449,green,,,,,true,false,6
NFLX,XLC,2,S1,n/a,2026-07-31,0,-14.8075,-0.8641,green,,,,,true,false,10
SNAP,XLC,2,S1,n/a,2026-07-31,0,-1.1823,-0.0201,green,,,,,true,false,7
AMT,XLRE,2,S1,n/a,2026-07-31,0,-10.5581,-4.8411,green,,,,,true,false,1
CCI,XLRE,2,S1,n/a,2026-07-31,0,-8.6658,-3.2330,green,,,,,true,false,0
SBAC,XLRE,2,S1,n/a,2026-07-31,0,-13.1653,-4.8352,green,,,,,true,false,7
FDX,XLI,2,S1,n/a,2026-07-31,0,-30.6358,-7.8780,green,,,,,false,false,51
WMT,XLP,2,S1,n/a,2026-07-31,0,-8.9275,-2.7408,green,,,,,false,false,63
BKR,XLE,2,S1,n/a,2026-07-31,0,-1.8940,-1.3326,green,,,,,false,false,76
HAL,XLE,2,S1,n/a,2026-07-31,0,-1.7874,-1.5790,green,,,,,false,false,57
SLB,XLE,2,S1,n/a,2026-07-31,0,-1.5417,-1.2897,green,,,,,false,false,78
DVN,XLE,2,S1,n/a,2026-07-31,0,-0.5062,-0.3815,green,,,,,false,false,63
NEM,XLB,2,S1,n/a,2026-07-31,0,-14.2007,-3.3092,green,,,,,false,false,60
ALB,XLB,2,S1,n/a,2026-07-31,0,-38.8163,-14.5739,green,,,,,false,false,42
CC,XLB,2,S1,n/a,2026-07-31,0,-0.7078,-1.7884,green,,,,,false,false,39
GM,XLY,2,S1,n/a,2026-07-31,0,-0.2681,-0.6430,green,,,,,false,false,100
