ticker,sector,tier,signalLevel,signalQuality,signalDate,weeksActive,ao,ac,acColor,hrHistorical,avgRetHistorical,maxDdHistorical,aoLagHistorical,nearLows,ranging,pricePercentile
NOW,XLK,2,S2D,degraded,2026-07-17,0,-14.6612,1.0889,green,,,,,true,false,20
CMCSA,XLC,2,S2D,degraded,2026-07-17,0,-3.8794,0.0203,green,,,,,true,false,7
SMMT,XBI,2,S2D,degraded,2026-07-17,0,-2.2065,0.0934,green,,,,,true,false,23
META,XLC,2,S2D,degraded,2026-07-17,0,-25.7063,10.7241,green,,,,,false,false,60
ICE,XLF,2,S1,n/a,2026-07-17,0,-22.0161,-3.2136,green,,,,,true,false,22
DOW,XLB,2,S1,n/a,2026-07-17,0,-1.9612,-2.6887,green,,,,,true,false,28
LYB,XLB,2,S1,n/a,2026-07-17,0,-2.8630,-4.9132,green,,,,,true,false,27
FMC,XLB,2,S1,n/a,2026-07-17,0,-2.6275,-0.2373,green,,,,,true,false,0
OLN,XLB,2,S1,n/a,2026-07-17,0,-2.6095,-1.8122,green,,,,,true,false,9
MSFT,XLK,2,S1,n/a,2026-07-17,0,-41.2090,-7.9359,green,,,,,true,false,20
CRM,XLK,2,S1,n/a,2026-07-17,0,-39.0166,-3.0453,green,,,,,true,false,9
SNPS,XLK,2,S1,n/a,2026-07-17,0,-7.6915,-17.6281,green,,,,,true,false,22
NFLX,XLC,2,S1,n/a,2026-07-17,0,-13.4175,-1.5653,green,,,,,true,false,18
T,XLC,2,S1,n/a,2026-07-17,0,-3.5149,-0.7329,green,,,,,true,false,24
SNAP,XLC,2,S1,n/a,2026-07-17,0,-1.1910,-0.1922,green,,,,,true,false,8
SBAC,XLRE,2,S1,n/a,2026-07-17,0,-8.5805,-6.5441,green,,,,,true,false,25
SR,XLU,2,S1,n/a,2026-07-17,0,-6.4410,-0.4130,green,,,,,false,false,62
FDX,XLI,2,S1,n/a,2026-07-17,0,-23.1095,-17.2653,green,,,,,false,false,52
TSN,XLP,2,S1,n/a,2026-07-17,0,-3.6905,-0.8487,green,,,,,false,false,38
WMT,XLP,2,S1,n/a,2026-07-17,0,-5.9968,-2.7691,green,,,,,false,false,71
KR,XLP,2,S1,n/a,2026-07-17,0,-6.6301,-1.6223,green,,,,,false,false,31
BKR,XLE,2,S1,n/a,2026-07-17,0,-1.0843,-3.5848,green,,,,,false,false,68
COP,XLE,2,S1,n/a,2026-07-17,0,-2.8966,-4.8564,green,,,,,false,false,57
HAL,XLE,2,S1,n/a,2026-07-17,0,-0.6225,-2.8000,green,,,,,false,false,70
SLB,XLE,2,S1,n/a,2026-07-17,0,-1.1996,-4.2847,green,,,,,false,false,61
DVN,XLE,2,S1,n/a,2026-07-17,0,-0.5535,-1.7565,green,,,,,false,false,65
RRC,XLE,2,S1,n/a,2026-07-17,0,-2.2758,-1.1221,green,,,,,false,false,41
AR,XLE,2,S1,n/a,2026-07-17,0,-1.9383,-0.6741,green,,,,,false,false,45
CME,XLF,2,S1,n/a,2026-07-17,0,-40.3377,-9.7372,green,,,,,false,false,38
NEM,XLB,2,S1,n/a,2026-07-17,0,-10.3134,-3.7424,green,,,,,false,false,60
ALB,XLB,2,S1,n/a,2026-07-17,0,-23.5239,-15.3683,green,,,,,false,false,48
PLTR,XLK,2,S1,n/a,2026-07-17,0,-23.1688,-2.1925,green,,,,,false,false,60
FOXA,XLC,2,S1,n/a,2026-07-17,0,-9.8117,-4.0370,green,,,,,false,false,50
PG,XLP,1,none,n/a,,0,1.4513,1.3526,red,65.4,3.1,-3.2,13.8,true,true,18
CTAS,XLI,2,none,n/a,,0,-6.7343,1.6320,red,,,,,true,true,29
OTIS,XLI,2,none,n/a,,0,-8.6697,1.8664,green,,,,,true,true,9
IR,XLI,2,none,n/a,,0,-2.6944,3.0319,red,,,,,true,true,26
CLX,XLP,2,none,n/a,,0,-7.7690,1.1003,red,,,,,true,true,10
GIS,XLP,2,none,n/a,,0,-4.0667,1.8778,green,,,,,true,true,9
HSY,XLP,2,none,n/a,,0,-18.5304,-3.3949,green,,,,,true,true,30
K,XLP,2,none,n/a,,0,-6.1257,-6.5955,red,,,,,true,false,0
KHC,XLP,2,none,n/a,,0,0.6967,0.5451,green,,,,,true,true,25
KMB,XLP,2,none,n/a,,0,7.1107,4.7246,green,,,,,true,false,28
MDLZ,XLP,2,none,n/a,,0,1.8457,-1.0949,red,,,,,true,true,29
PEP,XLP,2,none,n/a,,0,-9.6999,-1.2431,green,,,,,true,true,19
CAG,XLP,2,none,n/a,,0,-2.1368,0.5039,green,,,,,true,true,7
CPB,XLP,2,none,n/a,,0,-2.1015,0.9553,red,,,,,true,false,7
TAP,XLP,2,none,n/a,,0,-4.6162,0.1958,green,,,,,true,true,4
STZ,XLP,2,none,n/a,,0,-8.7913,-2.6886,red,,,,,true,true,5
CHK,XLE,2,none,n/a,,0,47.4810,-1.7785,green,,,,,true,false,21
SPGI,XLF,2,none,n/a,,0,-29.7592,8.1244,green,,,,,true,true,23
PFE,XLV,2,none,n/a,,0,-1.5086,-0.6142,red,,,,,true,true,29
ABT,XLV,2,none,n/a,,0,-12.9085,3.9945,red,,,,,true,true,15
BSX,XLV,2,none,n/a,,0,-25.4681,1.1857,green,,,,,true,false,1
ZTS,XLV,2,none,n/a,,0,-32.0035,1.3449,red,,,,,true,false,1
ISRG,XLV,2,none,n/a,,0,-70.8179,6.0676,green,,,,,true,true,1
BDX,XLV,2,none,n/a,,0,-19.6484,4.0246,green,,,,,true,true,10
COO,XLV,2,none,n/a,,0,-3.5206,2.8334,red,,,,,true,false,23
SHW,XLB,2,none,n/a,,0,1.3466,12.2855,red,,,,,true,false,30
EMN,XLB,2,none,n/a,,0,-0.6549,-2.6820,red,,,,,true,true,17
MOS,XLB,2,none,n/a,,0,-2.9755,0.0077,green,,,,,true,true,7
RPM,XLB,2,none,n/a,,0,1.9025,0.8317,red,,,,,true,false,20
AVY,XLB,2,none,n/a,,0,-11.2662,2.5662,red,,,,,true,true,6
HUN,XLB,2,none,n/a,,0,-0.5580,-1.5899,red,,,,,true,false,21
AMCR,XLB,2,none,n/a,,0,0.6173,1.6855,red,,,,,true,false,28
